	gene	myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2	cluster	human.homolog	ciona.name
587	KY21:KY21.Chr11.587	0.761	0.540901102966633	0.522	0.815832793930634	0.999	0.994	11	TMED2	
588	KY21:KY21.Chr11.604	0.733	0.555908072643815	0.466	1.25365578754687	0.89	0.574	2	ARG2	
589	KY21:KY21.Chr11.604	0.732	0.37694209992973	0.464	0.860766763067668	0.946	0.593	16	ARG2	
590	KY21:KY21.Chr11.627	0.705	0.399163991495358	0.41	1.12295193949045	0.714	0.288	2	TMEM238	
591	KY21:KY21.Chr11.627	0.713	0.601782661562603	0.426	1.6136973788306	0.671	0.294	3	TMEM238	
592	KY21:KY21.Chr11.627	0.766	0.469593637094479	0.532	1.25633273223667	0.861	0.31	16	TMEM238	
593	KY21:KY21.Chr11.629	0.784	0.621847679692392	0.568	0.93620562552965	1	0.855	2	FSTL5	
594	KY21:KY21.Chr11.629	0.73	0.878388198207691	0.46	1.31744900437732	0.962	0.861	5	FSTL5	
595	KY21:KY21.Chr11.629	0.722	0.613729963114731	0.444	0.922812258962749	0.95	0.864	7	FSTL5	
596	KY21:KY21.Chr11.629	0.801	0.932298779094109	0.602	1.39487468152608	0.984	0.864	13	FSTL5	
597	KY21:KY21.Chr11.629	0.726	0.447389246974156	0.452	0.674121881031486	0.99	0.865	15	FSTL5	
598	KY21:KY21.Chr11.630	0.929	2.3544984047505	0.858	3.92343953351434	0.934	0.275	5	DCBLD2	
599	KY21:KY21.Chr11.630	0.709	0.308300495951855	0.418	0.534244801972235	0.704	0.308	12	DCBLD2	
600	KY21:KY21.Chr11.630	0.915	1.58782199962142	0.83	2.58343008544017	0.966	0.298	13	DCBLD2	
601	KY21:KY21.Chr11.630	0.791	0.29228295624017	0.582	0.506992989632881	0.877	0.304	15	DCBLD2	
602	KY21:KY21.Chr11.637	0.865	1.33118952175472	0.73	2.2051660523914	0.943	0.745	4	TUBB4B	
603	KY21:KY21.Chr11.637	0.762	1.1984025786385	0.524	1.96717895467464	0.904	0.755	10	TUBB4B	
604	KY21:KY21.Chr11.65	0.836	1.26104643635377	0.672	3.9912407298713	0.736	0.114	11	GNG10	
605	KY21:KY21.Chr11.65	0.718	0.59526890282209	0.436	2.2095881694803	0.548	0.124	14	GNG10	
606	KY21:KY21.Chr11.65	0.716	0.715564358778577	0.432	2.52988207004018	0.536	0.124	15	GNG10	
607	KY21:KY21.Chr11.660	0.777	0.490421434646358	0.554	0.996633204113377	0.99	0.688	16	MUC6	
608	KY21:KY21.Chr11.687	0.701	0.605756735377282	0.402	0.896521101498575	0.994	0.995	17	ACTB	
609	KY21:KY21.Chr11.697	0.996	4.17063695824696	0.992	10.2799835013806	0.993	0.059	19	ZFP36L1	Ci-ZF114
610	KY21:KY21.Chr11.703	0.701	0.51529524602838	0.402	1.29828060704313	0.712	0.369	3	B4GAT1	
611	KY21:KY21.Chr11.703	0.74	0.388956160660901	0.48	0.985661636682641	0.887	0.384	16	B4GAT1	
612	KY21:KY21.Chr11.707	0.714	0.983038475403464	0.428	3.60577947859876	0.51	0.118	18	CSMD2	
613	KY21:KY21.Chr11.71	0.768	1.75273402004093	0.536	7.18422420491055	0.553	0.032	12	TCF15	Tcf15-r
614	KY21:KY21.Chr11.720	0.757	0.764821724791971	0.514	1.73902725580419	0.794	0.581	19	MED6	
615	KY21:KY21.Chr11.747	0.755	0.62901629067915	0.51	1.4796617572921	0.813	0.476	11	SMTN	
616	KY21:KY21.Chr11.747	0.831	0.867189176637268	0.662	1.94676861678629	0.893	0.475	14	SMTN	
617	KY21:KY21.Chr11.749	0.871	1.31067575753935	0.742	3.6988923381548	0.817	0.161	11	JMJD7	
618	KY21:KY21.Chr11.749	0.739	0.530112677550667	0.478	1.79033126822519	0.627	0.172	14	JMJD7	
619	KY21:KY21.Chr11.749	0.791	1.19078762825405	0.582	3.35881738464302	0.684	0.17	15	JMJD7	
620	KY21:KY21.Chr11.749	0.744	0.881075138104193	0.488	2.5748034091205	0.62	0.18	17	JMJD7	
621	KY21:KY21.Chr11.757	0.713	0.632361461355006	0.426	1.46104130397479	0.777	0.488	13	GYS1	
622	KY21:KY21.Chr11.766	0.814	1.57896382257652	0.628	3.81428138297084	0.78	0.364	12	MYO18A	
623	KY21:KY21.Chr11.773	0.908	2.08106003743514	0.816	6.34172736120787	0.839	0.076	12	MYH7	Myh.f
624	KY21:KY21.Chr11.773	0.744	0.796264804581568	0.488	2.41709592604138	0.573	0.104	20	MYH7	Myh.f
625	KY21:KY21.Chr11.775	0.708	0.317881144505868	0.416	1.25486759558016	0.69	0.284	13	SGK2	
626	KY21:KY21.Chr11.78	0.793	0.885878372292432	0.586	1.30901254995228	0.996	0.644	1	EIF3A	
627	KY21:KY21.Chr11.78	0.776	0.769133720700962	0.552	1.13669587454604	0.997	0.65	2	EIF3A	
628	KY21:KY21.Chr11.78	0.827	1.02234288151346	0.654	1.50871657320228	0.997	0.652	3	EIF3A	
629	KY21:KY21.Chr11.78	0.722	0.572633294974922	0.444	0.846994564190754	0.97	0.662	6	EIF3A	
630	KY21:KY21.Chr11.78	0.75	0.771166015634436	0.5	1.13852014526745	0.988	0.665	7	EIF3A	
631	KY21:KY21.Chr11.78	0.718	0.442517834008981	0.436	0.654981992635038	1	0.673	16	EIF3A	
632	KY21:KY21.Chr11.794	0.765	0.669509927614264	0.53	1.24721638153847	0.9	0.66	19	MRPS18A	
633	KY21:KY21.Chr11.795	0.703	0.595989733910324	0.406	3.1728059204098	0.502	0.141	19	SUB1	
634	KY21:KY21.Chr11.798	0.701	0.324580696206495	0.402	1.28961978802536	0.614	0.19	16	METTL24	
635	KY21:KY21.Chr11.80	0.821	0.965284485668098	0.642	2.0536540733418	0.872	0.603	19	DUT	
636	KY21:KY21.Chr11.823	0.827	1.02341324813328	0.654	3.98074501952355	0.707	0.075	4	NOVA2	
637	KY21:KY21.Chr11.823	0.725	0.495920732641123	0.45	1.9181380892476	0.58	0.123	18	NOVA2	
638	KY21:KY21.Chr11.829	0.719	0.364566174744521	0.438	0.887504578167563	0.904	0.578	13	NOB1	
639	KY21:KY21.Chr11.830	0.732	0.396480949813521	0.464	1.40455256578566	0.759	0.335	13	SLC39A1	
640	KY21:KY21.Chr11.876	0.754	0.635550223647183	0.508	1.27730098696086	0.874	0.692	5	TSPAN11	
641	KY21:KY21.Chr11.876	0.727	0.440143825065655	0.454	0.902042283334164	0.903	0.694	8	TSPAN11	
642	KY21:KY21.Chr11.876	0.755	0.426253993850973	0.51	0.872637372818944	0.957	0.695	13	TSPAN11	
643	KY21:KY21.Chr11.895	0.72	0.306501277988987	0.44	1.0279625107269	0.747	0.279	16	IGFALS	
644	KY21:KY21.Chr11.918	0.716	0.564911640165396	0.432	1.84599184416257	0.623	0.233	14	NPHS1	
645	KY21:KY21.Chr11.918	0.844	0.940399838460842	0.688	2.65811074204057	0.819	0.238	18	NPHS1	
646	KY21:KY21.Chr11.92	0.726	0.795691449000411	0.452	2.24167934472454	0.673	0.369	19	CCT5	
647	KY21:KY21.Chr11.921	0.825	1.49964430434405	0.65	5.03091131396486	0.692	0.087	15	SLC17A5	
648	KY21:KY21.Chr11.953	0.831	1.37824074164247	0.662	5.0262050688307	0.708	0.111	12	UPP2	
649	KY21:KY21.Chr11.96	0.726	0.791038553360663	0.452	1.78477495231149	0.796	0.568	5	FKBP14	
650	KY21:KY21.Chr11.96	0.705	1.21173567289358	0.41	2.45100993463217	0.722	0.584	20	FKBP14	
651	KY21:KY21.Chr11.961	0.716	0.350796208539976	0.432	0.770746541960826	0.953	0.677	13	PUM3	
652	KY21:KY21.Chr11.968	0.774	0.761279232317568	0.548	2.01850524707448	0.754	0.372	19	TMEM242	
653	KY21:KY21.Chr11.971	0.948	2.51282346492567	0.896	7.19641847006996	0.908	0.058	12	ATP2A1	
654	KY21:KY21.Chr11.975	0.711	0.611106473615094	0.422	1.05199753241036	0.859	0.468	1	GALE	
655	KY21:KY21.Chr11.975	0.751	0.767388453275508	0.502	1.30824666804106	0.904	0.471	2	GALE	
656	KY21:KY21.Chr11.975	0.761	0.79552523043643	0.522	1.353503948413	0.897	0.473	3	GALE	
657	KY21:KY21.Chr11.975	0.757	0.51492856888466	0.514	0.882037596972886	0.985	0.496	16	GALE	
658	KY21:KY21.Chr11.984	0.764	1.44581161129476	0.528	8.83229784224307	0.531	0.004	17	HLX	Hlx
659	KY21:KY21.Chr11.988	0.81	0.973292956131058	0.62	2.20912514009781	0.85	0.557	5	KLHDC3	
660	KY21:KY21.Chr11.997	0.703	0.767825121692839	0.406	1.77750247607419	0.628	0.288	6	CRIP1	
661	KY21:KY21.Chr12.1009	0.741	0.676686748559607	0.482	1.62504709942686	0.66	0.2	4	NTN1	
662	KY21:KY21.Chr12.1009	0.853	1.65890487681802	0.706	3.72123285315411	0.792	0.196	5	NTN1	
663	KY21:KY21.Chr12.1009	0.708	0.728845762680369	0.416	1.69342552981472	0.613	0.222	10	NTN1	
664	KY21:KY21.Chr12.101	0.82	0.888097752766692	0.64	1.92677902943193	0.847	0.58	19	LCMT1	
665	KY21:KY21.Chr12.1024	0.794	1.27809784866511	0.588	4.12946391768638	0.656	0.123	5	UCHL5	
666	KY21:KY21.Chr12.1060	0.729	0.404643254764109	0.458	1.31574965177688	0.779	0.387	13	SYNCRIP	
667	KY21:KY21.Chr12.1075	0.796	1.08201609384271	0.592	2.77799801435079	0.744	0.404	19	ANLN	
668	KY21:KY21.Chr12.1102	0.811	0.813147626300714	0.622	1.70522621835477	0.868	0.575	19	SRFBP1	
669	KY21:KY21.Chr12.112	0.739	0.436212526045399	0.478	1.08991394482041	0.894	0.566	13	DNPH1	
670	KY21:KY21.Chr12.125	0.717	0.56278565490027	0.434	1.09508307894732	0.868	0.673	3	GFPT2	
671	KY21:KY21.Chr12.125	0.795	0.624673770010695	0.59	1.18932595069499	0.982	0.681	16	GFPT2	
672	KY21:KY21.Chr12.157	0.754	1.37881187893201	0.508	2.7506345947111	0.642	0.172	4	RGR	
673	KY21:KY21.Chr12.157	0.816	1.7469733694116	0.632	3.31322841353505	0.755	0.186	10	RGR	
674	KY21:KY21.Chr12.157	0.856	0.438410828132953	0.712	0.928598605845074	0.907	0.185	13	RGR	
675	KY21:KY21.Chr12.157	0.876	1.5456857532464	0.752	2.84763329333745	0.868	0.203	18	RGR	
676	KY21:KY21.Chr12.170	0.775	0.7926683149454	0.55	1.62424980393452	0.833	0.616	19	UQCC1	
677	KY21:KY21.Chr12.177	0.769	0.781100360743496	0.538	2.36629652847906	0.708	0.311	19	DNAJC9	
678	KY21:KY21.Chr12.197	0.733	0.661382566340397	0.466	1.51018316392799	0.807	0.481	13	LIN28B	
679	KY21:KY21.Chr12.20	0.707	0.425347998878017	0.414	0.910542238304564	0.896	0.592	16	LMAN1	
680	KY21:KY21.Chr12.211	0.713	0.470236406908415	0.426	1.11796044970135	0.8	0.409	1	LIG4	
681	KY21:KY21.Chr12.211	0.716	0.44696885737046	0.432	1.06056304299579	0.826	0.413	2	LIG4	
682	KY21:KY21.Chr12.211	0.701	0.495409209240623	0.402	1.1637373867875	0.764	0.421	3	LIG4	
683	KY21:KY21.Chr12.211	0.731	0.348597491165012	0.462	0.829023193184324	0.943	0.436	16	LIG4	
684	KY21:KY21.Chr12.278	0.701	0.543919057847989	0.402	0.916757536393979	0.956	0.725	2	OR5D14	
685	KY21:KY21.Chr12.278	0.705	0.635793771337241	0.41	1.06649470386704	0.888	0.733	3	OR5D14	
686	KY21:KY21.Chr12.278	0.734	0.551665974264971	0.468	0.922805965796967	0.986	0.739	16	OR5D14	
687	KY21:KY21.Chr12.28	0.794	2.75394090093441	0.588	8.19632073436196	0.605	0.031	17	RAD51C	
688	KY21:KY21.Chr12.318	0.855	1.43329105469131	0.71	2.71534705086419	0.929	0.697	12	CLPX	
689	KY21:KY21.Chr12.339	0.702	0.544507461439275	0.404	1.34565042758694	0.736	0.478	4	ACER2	
690	KY21:KY21.Chr12.339	0.863	1.16540100710502	0.726	2.45195981917175	0.879	0.498	19	ACER2	
691	KY21:KY21.Chr12.355	0.727	0.456170761581289	0.454	0.850398680201987	0.949	0.506	1	BCAM	
692	KY21:KY21.Chr12.355	0.837	0.837089034024008	0.674	1.51627158509669	0.986	0.51	2	BCAM	
693	KY21:KY21.Chr12.355	0.722	0.507733802591201	0.444	0.939272030719419	0.92	0.519	3	BCAM	
694	KY21:KY21.Chr12.355	0.778	0.74726044109909	0.556	1.3459561108561	0.928	0.534	7	BCAM	
695	KY21:KY21.Chr12.355	0.715	0.460026905600203	0.43	0.848693563879118	0.936	0.537	9	BCAM	
696	KY21:KY21.Chr12.355	0.816	0.705977990280986	0.632	1.2685374515241	0.997	0.541	16	BCAM	
697	KY21:KY21.Chr12.42	0.901	2.03112643361662	0.802	6.18717313096187	0.827	0.075	12	TNNC2	Tnnc.b
698	KY21:KY21.Chr12.455	0.774	0.751281681899882	0.548	1.3652734329163	0.893	0.812	19	CDK1	
699	KY21:KY21.Chr12.474	0.701	0.334695064833994	0.402	0.649873527827865	0.987	0.822	16	CLTC	
700	KY21:KY21.Chr12.489	0.715	0.584130359415292	0.43	0.994255127271927	0.945	0.909	11	MAT2A	
701	KY21:KY21.Chr12.489	0.797	0.508101345899812	0.594	0.869291613033374	0.992	0.907	13	MAT2A	
702	KY21:KY21.Chr12.523	0.865	1.21256265730517	0.73	2.55083931645563	0.91	0.548	12	TXLNA	
703	KY21:KY21.Chr12.559	0.751	0.673712887104282	0.502	1.6929506307784	0.782	0.488	12	CUL5	
704	KY21:KY21.Chr12.560	0.812	1.06488477386429	0.624	3.4382361900983	0.692	0.078	11	USP47 / CRYBG2	
705	KY21:KY21.Chr12.560	0.809	0.919025833982717	0.618	3.02526790788888	0.696	0.082	14	USP47 / CRYBG2	
706	KY21:KY21.Chr12.560	0.782	0.963393994633678	0.564	3.13095129391967	0.638	0.084	15	USP47 / CRYBG2	
707	KY21:KY21.Chr12.560	0.825	1.34699994726911	0.65	3.82988430888162	0.716	0.093	17	USP47 / CRYBG2	
708	KY21:KY21.Chr12.569	0.79	0.874743524398505	0.58	2.26434507804898	0.757	0.266	4	CDH18	
709	KY21:KY21.Chr12.569	0.721	0.61168868291356	0.442	1.60465629016323	0.687	0.289	10	CDH18	
710	KY21:KY21.Chr12.569	0.726	0.313068561990812	0.452	0.89460922945287	0.792	0.289	13	CDH18	
711	KY21:KY21.Chr12.569	0.857	1.03015583263292	0.714	2.40190183704801	0.883	0.3	18	CDH18	
712	KY21:KY21.Chr12.569	0.72	0.663682580194892	0.44	1.66866203346876	0.675	0.306	20	CDH18	
713	KY21:KY21.Chr12.575	0.781	1.21645860792957	0.562	4.89070629525076	0.609	0.073	5	SLC23A2	
714	KY21:KY21.Chr12.575	0.763	0.361297382360369	0.526	1.63096487000882	0.632	0.092	13	SLC23A2	
715	KY21:KY21.Chr12.584	0.74	0.651888235540192	0.48	1.55703825122398	0.789	0.492	18	TLR8	
716	KY21:KY21.Chr12.585	0.791	0.857108940529325	0.582	1.76632838452132	0.868	0.591	4	MMUT	
717	KY21:KY21.Chr12.585	0.737	0.562090932837621	0.474	1.1792877546443	0.835	0.604	10	MMUT	
718	KY21:KY21.Chr12.585	0.868	1.2512506609669	0.736	2.37530312950103	0.929	0.611	18	MMUT	
719	KY21:KY21.Chr12.585	0.705	0.493897622978642	0.41	1.03607228041407	0.8	0.614	20	MMUT	
720	KY21:KY21.Chr12.591	0.706	0.729448574051837	0.412	1.74419543863632	0.73	0.477	5	STK19	
721	KY21:KY21.Chr12.591	0.863	1.28893218801239	0.726	2.78860686764174	0.89	0.48	12	STK19	
722	KY21:KY21.Chr12.6	0.895	1.41936296653033	0.79	8.40125013030876	0.794	0.011	5	TBXT	T
723	KY21:KY21.Chr12.600	0.761	0.368920683438924	0.522	1.31548971064885	0.807	0.247	16	B3GALT1	
724	KY21:KY21.Chr12.615	0.878	1.54884593516589	0.756	5.13768467844702	0.79	0.142	19	REV3L	
725	KY21:KY21.Chr12.630	0.704	0.507443643604864	0.408	1.05601302178502	0.773	0.375	1	SLC43A3	
726	KY21:KY21.Chr12.630	0.75	0.615495979369918	0.5	1.25977101500729	0.847	0.375	2	SLC43A3	
727	KY21:KY21.Chr12.630	0.758	0.977639394714328	0.516	1.90149253074529	0.802	0.398	7	SLC43A3	
728	KY21:KY21.Chr12.630	0.753	0.408978975233919	0.506	0.846502397119069	0.95	0.402	16	SLC43A3	
729	KY21:KY21.Chr12.689	0.712	0.30987127116154	0.424	0.547750339230342	0.989	0.901	13	KY21:KY21.Chr12.689	
730	KY21:KY21.Chr12.690	0.75	0.717324755930004	0.5	1.39310772940404	0.705	0.197	5	A1CF	
731	KY21:KY21.Chr12.690	0.957	1.94675328128603	0.914	3.47807620039318	0.994	0.203	11	A1CF	
732	KY21:KY21.Chr12.690	0.74	0.434888072738751	0.48	0.864873723479376	0.734	0.214	12	A1CF	
733	KY21:KY21.Chr12.690	0.923	1.65050373987323	0.846	2.95519936815064	0.968	0.209	14	A1CF	
734	KY21:KY21.Chr12.690	0.802	0.649607214603938	0.604	1.25404652135793	0.851	0.213	15	A1CF	
735	KY21:KY21.Chr12.690	0.929	1.77472965742906	0.858	3.10424409870267	0.967	0.223	17	A1CF	
736	KY21:KY21.Chr12.707	0.717	0.610477634504697	0.434	2.3518283825619	0.58	0.203	4	AGPAT4	
737	KY21:KY21.Chr12.707	0.832	0.953378251618155	0.664	2.92951224897544	0.789	0.228	18	AGPAT4	
738	KY21:KY21.Chr12.708	0.742	0.674282618628459	0.484	2.70542547877599	0.607	0.174	15	AGPAT4	
739	KY21:KY21.Chr12.727	0.783	0.772415470613534	0.566	1.98307701904573	0.795	0.435	11	ELAPOR2	
740	KY21:KY21.Chr12.727	0.749	0.58542026360143	0.498	1.56704694422451	0.777	0.437	14	ELAPOR2	
741	KY21:KY21.Chr12.727	0.776	0.765344058038946	0.552	1.95712099903467	0.788	0.437	15	ELAPOR2	
742	KY21:KY21.Chr12.727	0.725	0.787654364224542	0.45	1.97208981795103	0.697	0.445	17	ELAPOR2	
743	KY21:KY21.Chr12.729	0.897	1.24221382350647	0.794	3.46909670381848	0.877	0.168	11	SAMD11	
744	KY21:KY21.Chr12.729	0.79	0.603719369633526	0.58	1.93985616474757	0.739	0.177	14	SAMD11	
745	KY21:KY21.Chr12.729	0.808	0.89335164505632	0.616	2.62867477115979	0.742	0.177	15	SAMD11	
746	KY21:KY21.Chr12.729	0.883	1.49525349975832	0.766	3.77179872236923	0.838	0.186	17	SAMD11	
747	KY21:KY21.Chr12.733	0.856	1.36368061729294	0.712	3.98169536512219	0.798	0.218	12	FLNB	
748	KY21:KY21.Chr12.733	0.739	0.721443911898725	0.478	2.30705927049282	0.648	0.234	18	FLNB	
749	KY21:KY21.Chr12.737	0.763	0.678650866722683	0.526	3.13954604608693	0.601	0.085	18	NOG	Nog
750	KY21:KY21.Chr12.740	0.904	1.38549499993364	0.808	2.7720037044089	0.942	0.221	2	AQP8	
751	KY21:KY21.Chr12.740	0.749	1.05725414543415	0.498	2.07804760679652	0.695	0.266	7	AQP8	
752	KY21:KY21.Chr12.740	0.785	0.604708092658472	0.57	1.23726458480703	0.856	0.27	16	AQP8	
753	KY21:KY21.Chr12.753	0.876	2.09164260449329	0.752	3.6055353565727	0.94	0.728	19	DNA2	
754	KY21:KY21.Chr12.758	0.706	0.460762446750732	0.412	1.71766519756377	0.571	0.181	8	TLL2	Tll
755	KY21:KY21.Chr12.758	0.756	0.461642540220853	0.512	1.69628773018766	0.68	0.183	13	TLL2	Tll
756	KY21:KY21.Chr12.758	0.844	2.05236042385546	0.688	4.8328400506471	0.758	0.198	19	TLL2	Tll
757	KY21:KY21.Chr12.761	0.739	0.319649458258539	0.478	1.1213022781805	0.773	0.264	16	CYP2J2	
758	KY21:KY21.Chr12.785	0.724	1.31972773943011	0.448	2.28023040108848	0.628	0.217	3	ZMYND10	
759	KY21:KY21.Chr12.801	0.794	0.768833812356051	0.588	2.45560657480221	0.758	0.222	13	TMEM150A	
760	KY21:KY21.Chr12.802	0.722	0.505648873372762	0.444	1.02692194706452	0.876	0.536	13	KY21:KY21.Chr12.802	
761	KY21:KY21.Chr12.805	0.704	0.561712073235805	0.408	1.19452679203101	0.783	0.673	19	ATP5MG	
762	KY21:KY21.Chr12.815	0.746	0.459909024637666	0.492	1.65440885840751	0.733	0.277	13	IGLV8-61 / MAP2K4	
763	KY21:KY21.Chr12.862	0.727	0.672136707394226	0.454	1.7900640558652	0.705	0.438	19	PCNA	
764	KY21:KY21.Chr12.876	0.721	0.33957928282585	0.442	0.676711783247996	0.994	0.755	16	CTNND1	
765	KY21:KY21.Chr12.89	0.769	0.437967462534341	0.538	1.34088011499653	0.847	0.3	16	MGAT5	
766	KY21:KY21.Chr12.900	0.78	1.13970856299386	0.56	7.38548437371394	0.567	0.014	5	NFE2L2	
767	KY21:KY21.Chr12.905	0.743	0.409299636754815	0.486	0.955547799453878	0.91	0.45	16	COL24A1	
768	KY21:KY21.Chr12.907	0.75	0.711881533858517	0.5	1.75400452782031	0.799	0.529	15	PSAP	
769	KY21:KY21.Chr12.909	0.867	1.15154869737292	0.734	2.40941274798341	0.924	0.591	12	CHORDC1	
770	KY21:KY21.Chr12.917	0.729	0.454590696775613	0.458	0.850761356986193	0.933	0.79	11	RPF2	
771	KY21:KY21.Chr12.917	0.728	0.371261130765058	0.456	0.701643957110526	0.976	0.788	13	RPF2	
772	KY21:KY21.Chr12.917	0.706	0.408303875424328	0.412	0.767666459202722	0.937	0.79	14	RPF2	
773	KY21:KY21.Chr12.923	0.786	0.841649533219156	0.572	2.11820897541241	0.762	0.403	19	GPX4	
774	KY21:KY21.Chr12.944	0.751	0.78107137854475	0.502	2.47255439599513	0.682	0.311	12	QKI	
775	KY21:KY21.Chr12.948	0.747	0.840684151543929	0.494	2.56025349916669	0.669	0.278	5	NHS / NHSL1	
776	KY21:KY21.Chr12.948	0.707	0.287144489432548	0.414	1.01557079203817	0.699	0.291	13	NHS / NHSL1	
777	KY21:KY21.Chr12.969	0.731	0.472117903444624	0.462	2.30266213056882	0.597	0.159	8	C3	
778	KY21:KY21.Chr12.969	0.881	0.808346339232149	0.762	3.30346076346186	0.851	0.155	13	C3	
779	KY21:KY21.Chr12.987	0.782	1.17028852759785	0.564	4.85451818261449	0.611	0.095	11	PHEX	
780	KY21:KY21.Chr12.989	0.835	1.32841313927143	0.67	6.01287602838452	0.688	0.041	12	BCHE	Ache
781	KY21:KY21.Chr12.990	0.714	0.562033458954603	0.428	3.08507438589487	0.503	0.094	11	PSTPIP1	
782	KY21:KY21.Chr12.990	0.759	0.762325017371891	0.518	3.72819615733047	0.582	0.094	15	PSTPIP1	
783	KY21:KY21.Chr13.102	0.736	0.497118699832468	0.472	1.84533086606994	0.613	0.146	8	RECK	
784	KY21:KY21.Chr13.102	0.784	0.835821152007851	0.568	2.70928067070792	0.68	0.15	12	RECK	
785	KY21:KY21.Chr13.107	0.719	0.477787323247899	0.438	1.40696207162979	0.721	0.314	16	FAM186A	
786	KY21:KY21.Chr13.132	0.716	0.891742983730813	0.432	3.16248496274996	0.519	0.108	4	SLC6A11	
787	KY21:KY21.Chr13.132	0.769	1.03171255780261	0.538	3.20166036919424	0.624	0.124	12	SLC6A11	
788	KY21:KY21.Chr13.146	0.879	1.10183924973848	0.758	1.8600960002218	0.983	0.681	5	CHADL	
789	KY21:KY21.Chr13.146	0.831	0.903581411419038	0.662	1.52709674412851	0.969	0.69	10	CHADL	
790	KY21:KY21.Chr13.146	0.77	0.819775040651434	0.54	1.38900951082065	0.943	0.694	12	CHADL	
791	KY21:KY21.Chr13.146	0.734	1.12035179293749	0.468	1.85685010287446	0.895	0.7	17	CHADL	
792	KY21:KY21.Chr13.146	0.813	0.72709587412674	0.626	1.23337455391765	0.978	0.699	18	CHADL	
793	KY21:KY21.Chr13.146	0.901	1.32272236781262	0.802	2.16346531548662	0.992	0.702	20	CHADL	
794	KY21:KY21.Chr13.154	0.86	0.984830192711857	0.72	1.57998650890685	0.99	0.92	5	LAMB1	
795	KY21:KY21.Chr13.154	0.775	0.728598050257042	0.55	1.16856262514609	0.98	0.925	20	LAMB1	
796	KY21:KY21.Chr13.219	0.761	0.504474867186162	0.522	0.891712076067627	0.973	0.807	11	CCNE1	
797	KY21:KY21.Chr13.219	0.763	0.533273162425009	0.526	0.939483846712488	0.972	0.808	15	CCNE1	
798	KY21:KY21.Chr13.226	0.843	1.10918966979844	0.686	3.32593450663246	0.749	0.075	11	LAMA4	
799	KY21:KY21.Chr13.226	0.783	0.683218531291126	0.566	2.25935735208571	0.655	0.082	14	LAMA4	
800	KY21:KY21.Chr13.226	0.741	0.972680487762073	0.482	2.95675302515073	0.558	0.086	15	LAMA4	
801	KY21:KY21.Chr13.226	0.866	1.86224643947642	0.732	4.68521569385954	0.788	0.09	17	LAMA4	
802	KY21:KY21.Chr13.231	0.821	1.05586579593416	0.642	2.34452611980943	0.841	0.359	5	CUBN	
803	KY21:KY21.Chr13.231	0.861	0.932379439323048	0.722	2.03484381819873	0.948	0.373	13	CUBN	
804	KY21:KY21.Chr13.233	0.769	1.00718593083916	0.538	1.88884632891609	0.877	0.753	5	COLGALT1	
805	KY21:KY21.Chr13.241	0.726	0.649717013474612	0.452	1.39611310854208	0.796	0.512	11	KCNS3 / RLBP1	
806	KY21:KY21.Chr13.241	0.715	0.800922017434609	0.43	1.68191322472921	0.807	0.512	13	KCNS3 / RLBP1	
807	KY21:KY21.Chr13.248	0.779	1.56446429566146	0.558	3.21934340180467	0.773	0.424	10	TP53INP1	
808	KY21:KY21.Chr13.250	0.728	0.488396079101495	0.456	3.43718884752079	0.502	0.044	8	SLC22A4	
809	KY21:KY21.Chr13.250	0.84	0.72512139563076	0.68	4.29653190479596	0.718	0.042	13	SLC22A4	
810	KY21:KY21.Chr13.251	0.728	0.404243095584509	0.456	0.749115688186207	0.982	0.847	13	PPA1	
811	KY21:KY21.Chr13.252	0.771	0.696983904232127	0.542	2.13084123982251	0.696	0.186	14	SLC35G1	
812	KY21:KY21.Chr13.252	0.728	0.629007774974391	0.456	1.96492638195361	0.616	0.189	15	SLC35G1	
813	KY21:KY21.Chr13.252	0.708	0.713162883103723	0.416	2.12289568620557	0.57	0.198	17	SLC35G1	
814	KY21:KY21.Chr13.264	0.73	0.622564073876241	0.46	1.4401108714009	0.781	0.436	11	NAV2	
815	KY21:KY21.Chr13.264	0.741	0.628790821004238	0.482	1.44865629540358	0.795	0.438	14	NAV2	
816	KY21:KY21.Chr13.264	0.805	1.03090534447214	0.61	2.22336834885856	0.842	0.436	15	NAV2	
817	KY21:KY21.Chr13.266	0.73	0.691058016654689	0.46	1.90494251404177	0.705	0.415	12	GPI	
818	KY21:KY21.Chr13.275	0.906	2.3073955479573	0.812	5.09514248413626	0.88	0.214	5	CNMD	
819	KY21:KY21.Chr13.276	0.718	0.587737822483965	0.436	0.904690137571893	0.983	0.957	3	SURF4	
820	KY21:KY21.Chr13.287	0.946	2.26101820295706	0.892	4.48818917461121	0.936	0.436	19	MYBL1	
821	KY21:KY21.Chr13.295	0.719	0.414899182935083	0.438	1.55658998844665	0.67	0.258	16	LRIG2	
822	KY21:KY21.Chr13.297	0.708	0.471309811365418	0.416	1.44834552090201	0.725	0.361	8	EXT2 / ASTN2	
823	KY21:KY21.Chr13.297	0.791	0.634069255962475	0.582	1.82864447506481	0.858	0.361	13	EXT2 / ASTN2	
824	KY21:KY21.Chr13.303	0.726	0.492371711459867	0.452	1.45003057234979	0.776	0.361	13	PLCD3	
825	KY21:KY21.Chr13.325	0.712	0.373548869607628	0.424	1.11140894185868	0.725	0.274	16	B3GALT1	
